Node, InDeg, OutDeg, CloseCent, BetwnCent
0, 46, 89, 0.5438144329896907, 0.013472844575318317
1, 42, 27, 0.5424164524421594, 0.0032362490006006077
2, 57, 22, 0.5641711229946524, 0.0035460838242591616
3, 13, 19, 0.4617067833698031, 0.0009724943135736911
4, 47, 16, 0.5466321243523317, 0.002633004941569831
5, 45, 24, 0.5438144329896907, 0.004032384585911826
6, 44, 62, 0.541025641025641, 0.012051019379954465
7, 42, 47, 0.5368956743002544, 0.008587588962962684
8, 12, 22, 0.4668141592920354, 0.000538435587488215
9, 32, 21, 0.5184275184275184, 0.002151698061783715
10, 15, 18, 0.4730941704035874, 0.0007769664135315003
11, 15, 3, 0.48729792147806006, 0.00013780281982065537
12, 14, 16, 0.4806378132118451, 0.0005442989423560677
13, 42, 17, 0.5424164524421594, 0.0025942920706082144
14, 44, 16, 0.5396419437340153, 0.0021684690613334944
15, 14, 21, 0.4720357941834452, 0.0007094524755180663
16, 32, 53, 0.5209876543209877, 0.0051342884251632005
17, 35, 16, 0.5314861460957179, 0.0014163404074928265
18, 38, 68, 0.5301507537688442, 0.00911271835212303
19, 24, 23, 0.5072115384615384, 0.0013864274947361743
20, 52, 55, 0.5538057742782152, 0.009336680433847418
21, 50, 31, 0.5494791666666666, 0.005889259065236956
22, 64, 28, 0.5796703296703297, 0.009855412309517163
23, 45, 8, 0.5494791666666666, 0.001752845157520498
24, 19, 18, 0.48729792147806006, 0.0009038158303919848
25, 34, 14, 0.5275, 0.0013700228269951217
26, 62, 32, 0.5749318801089919, 0.008922618966610955
27, 22, 3, 0.4929906542056075, 0.00016858789435090666
28, 35, 21, 0.5328282828282829, 0.004687459221367421
29, 60, 97, 0.5641711229946524, 0.025716140552371786
30, 9, 94, 0.44989339019189767, 0.0017047559974448217
31, 40, 22, 0.5288220551378446, 0.0029522591363825676
32, 35, 47, 0.5314861460957179, 0.0079767627403537
33, 33, 26, 0.5184275184275184, 0.0018216766185203818
34, 74, 8, 0.5926966292134831, 0.00214056490220604
35, 40, 35, 0.5314861460957179, 0.0037651073912789838
36, 26, 3, 0.51338199513382, 0.0005312246589836285
37, 31, 33, 0.5184275184275184, 0.002763151963227342
38, 10, 49, 0.4688888888888889, 0.0017371359155344504
39, 33, 10, 0.5248756218905473, 0.0014041279647590819
40, 50, 82, 0.5523560209424084, 0.014990081219287776
41, 6, 40, 0.4323770491803279, 0.00038430998172247257
42, 33, 29, 0.5235732009925558, 0.004559680266993547
43, 10, 32, 0.4442105263157895, 0.0008138806416204872
44, 63, 31, 0.5733695652173914, 0.008441205641568854
45, 59, 74, 0.5718157181571816, 0.012401669606801759
46, 39, 23, 0.5314861460957179, 0.003095220903332494
47, 52, 21, 0.5523560209424084, 0.00265783369822699
48, 34, 27, 0.5197044334975369, 0.004147016838546841
49, 16, 3, 0.4762979683972912, 0.00014868007385037622
50, 6, 34, 0.42369477911646586, 0.0004509359985080957
51, 22, 38, 0.501187648456057, 0.0028066723396762863
52, 33, 26, 0.5184275184275184, 0.0023996550731001714
53, 47, 24, 0.5452196382428941, 0.0036396613946414096
54, 26, 108, 0.5072115384615384, 0.008129449977729906
55, 42, 18, 0.5382653061224489, 0.00280161030702793
56, 39, 72, 0.5396419437340153, 0.009470990519051153
57, 29, 18, 0.5121359223300971, 0.0018114604112518808
58, 13, 7, 0.45670995670995673, 0.00028878954000056555
59, 16, 16, 0.4752252252252252, 0.0008089993882202077
60, 35, 41, 0.5314861460957179, 0.006114462604775102
61, 49, 85, 0.5523560209424084, 0.018730624077768713
62, 27, 26, 0.51338199513382, 0.0019373631408147133
63, 25, 38, 0.5023809523809524, 0.0036683391551519525
64, 12, 25, 0.47415730337078654, 0.0008852118422600746
65, 10, 54, 0.45376344086021503, 0.0025845595321101573
66, 43, 12, 0.5396419437340153, 0.0027855517254275664
67, 36, 32, 0.5222772277227723, 0.0032437669512287823
68, 15, 16, 0.48394495412844035, 0.0010496449015894593
69, 39, 19, 0.541025641025641, 0.003386859855490504
70, 21, 54, 0.501187648456057, 0.004594262229389998
71, 32, 50, 0.5184275184275184, 0.006239546908897403
72, 31, 25, 0.5209876543209877, 0.0025865635100177815
73, 95, 45, 0.6298507462686567, 0.016167934175057488
74, 47, 39, 0.5424164524421594, 0.005412516526990824
75, 60, 45, 0.568733153638814, 0.010160501584827756
76, 21, 30, 0.5, 0.001646541139494881
77, 21, 4, 0.4988179669030733, 0.0002734382761280972
78, 48, 13, 0.5438144329896907, 0.001558609226595931
79, 12, 5, 0.45869565217391306, 0.0002133013771537975
80, 32, 40, 0.5171568627450981, 0.004060608770926701
81, 43, 21, 0.5368956743002544, 0.004770539688158476
82, 67, 21, 0.581267217630854, 0.005153858169833631
83, 15, 5, 0.4752252252252252, 0.0001957253688020383
84, 27, 4, 0.5121359223300971, 0.00032597716506454864
85, 54, 27, 0.5567282321899736, 0.005081229149495303
86, 14, 21, 0.47098214285714285, 0.001217986624808045
