Node, InDeg, OutDeg, CloseCent, BetwnCent
0, 36, 33, 0.5452196382428941, 0.0040968889671671475
1, 29, 36, 0.5368956743002544, 0.003524982564114403
2, 37, 25, 0.548051948051948, 0.0031790369109777304
3, 26, 41, 0.5301507537688442, 0.003943346532325768
4, 31, 35, 0.5396419437340153, 0.003794121675023192
5, 36, 26, 0.5452196382428941, 0.003301391882279735
6, 31, 36, 0.5396419437340153, 0.003900527664821649
7, 30, 39, 0.5368956743002544, 0.004188114945164316
8, 40, 31, 0.5523560209424084, 0.003941876103415967
9, 32, 35, 0.5382653061224489, 0.00430447071174065
10, 21, 38, 0.5222772277227723, 0.002823326648757603
11, 21, 34, 0.5184275184275184, 0.0023955547922064565
12, 37, 39, 0.548051948051948, 0.0048916687329956295
13, 46, 40, 0.5611702127659575, 0.006158159072698249
14, 30, 26, 0.5368956743002544, 0.002447096644585661
15, 31, 37, 0.5396419437340153, 0.004279770321522742
16, 38, 32, 0.548051948051948, 0.0045819021307206016
17, 34, 33, 0.5438144329896907, 0.0040514144153910294
18, 36, 35, 0.5466321243523317, 0.004440558451597649
19, 28, 43, 0.5355329949238579, 0.004223946462609107
20, 36, 24, 0.5438144329896907, 0.0030954802051400402
21, 25, 28, 0.5288220551378446, 0.0023835811443273826
22, 36, 26, 0.5466321243523317, 0.003272133963563989
23, 40, 35, 0.5523560209424084, 0.005215047576379419
24, 36, 31, 0.5466321243523317, 0.00390390912233423
25, 26, 34, 0.5275, 0.0031690618695337136
26, 33, 30, 0.5424164524421594, 0.003217128805140348
27, 28, 37, 0.5328282828282829, 0.0034766232750900877
28, 34, 27, 0.5438144329896907, 0.003016586056572738
29, 33, 37, 0.5424164524421594, 0.004161239192760012
30, 34, 34, 0.5438144329896907, 0.003779562144593587
31, 41, 40, 0.5538057742782152, 0.005779092196665506
32, 30, 25, 0.5368956743002544, 0.0026015859178284704
33, 28, 26, 0.5328282828282829, 0.0026250976695116708
34, 37, 36, 0.5466321243523317, 0.004523367231144641
35, 29, 32, 0.5355329949238579, 0.0031339777802686856
36, 37, 46, 0.548051948051948, 0.005734117478845235
37, 26, 33, 0.5301507537688442, 0.0030379958265668388
38, 37, 31, 0.548051948051948, 0.004092274891170017
39, 44, 29, 0.5582010582010583, 0.00417183499113987
40, 40, 33, 0.5523560209424084, 0.004753510120066414
41, 30, 32, 0.5368956743002544, 0.0034325324802474766
42, 37, 33, 0.5452196382428941, 0.00403171710884827
43, 30, 31, 0.5368956743002544, 0.003197967785020502
44, 31, 29, 0.5368956743002544, 0.003275826682798219
45, 44, 39, 0.5582010582010583, 0.0059878082117488405
46, 42, 40, 0.5552631578947368, 0.0056939900591077165
47, 39, 38, 0.5509138381201044, 0.005043534676546027
48, 31, 35, 0.5396419437340153, 0.003831893827113598
49, 36, 34, 0.5466321243523317, 0.004198994576121317
50, 41, 37, 0.5538057742782152, 0.005047285433751565
51, 46, 28, 0.5611702127659575, 0.0042912062251814105
52, 29, 29, 0.5328282828282829, 0.0027534058664587515
53, 37, 23, 0.548051948051948, 0.002943569622285905
54, 32, 41, 0.541025641025641, 0.004601264950929438
55, 31, 29, 0.5396419437340153, 0.003106659229331665
56, 34, 47, 0.5438144329896907, 0.005512924020076492
57, 35, 35, 0.5452196382428941, 0.00376414925615868
58, 33, 29, 0.5424164524421594, 0.0033941031476322106
59, 39, 30, 0.5494791666666666, 0.003885612592538094
60, 32, 33, 0.541025641025641, 0.0035762594938341004
61, 38, 23, 0.5494791666666666, 0.002836687867032515
62, 30, 38, 0.5368956743002544, 0.0039363592272398966
63, 24, 31, 0.5248756218905473, 0.0023721853110353634
64, 42, 32, 0.5552631578947368, 0.004577296506080526
65, 32, 26, 0.5382653061224489, 0.002750273616007324
66, 36, 30, 0.5466321243523317, 0.0036562795652737715
67, 33, 37, 0.5424164524421594, 0.004319829220148213
68, 28, 40, 0.5341772151898734, 0.0037324053899700452
69, 26, 36, 0.5301507537688442, 0.0031464301744324975
70, 37, 32, 0.548051948051948, 0.004308999307181233
71, 30, 30, 0.5368956743002544, 0.0032348916854047947
72, 40, 39, 0.5509138381201044, 0.005115245333171955
73, 32, 28, 0.541025641025641, 0.0033355918197946477
74, 28, 37, 0.5328282828282829, 0.0034659407985484594
75, 33, 35, 0.541025641025641, 0.0038298145061049543
76, 40, 32, 0.5523560209424084, 0.004412745989553505
77, 38, 32, 0.5494791666666666, 0.004131087090772766
78, 29, 34, 0.5368956743002544, 0.0035076751853879143
79, 23, 31, 0.5235732009925558, 0.0025473412669212857
80, 28, 36, 0.5341772151898734, 0.003836504852409885
81, 29, 38, 0.5355329949238579, 0.0038042048998137784
82, 34, 34, 0.5424164524421594, 0.0042223879076636285
83, 27, 37, 0.5314861460957179, 0.003266504579595376
84, 29, 37, 0.5368956743002544, 0.0031433460142993564
85, 33, 29, 0.5424164524421594, 0.003294177674879378
86, 31, 43, 0.5368956743002544, 0.004934494686835318
87, 27, 37, 0.5288220551378446, 0.003300609517497715
88, 29, 29, 0.5355329949238579, 0.003212639678345245
