Node, InDeg, OutDeg, CloseCent, BetwnCent
0, 46, 89, 0.5494791666666666, 0.014643268493406173
1, 42, 27, 0.5396419437340153, 0.004263202226015465
2, 57, 22, 0.5656836461126006, 0.0033800452478578162
3, 13, 19, 0.4596949891067538, 0.0006649389610331607
4, 47, 16, 0.5466321243523317, 0.002514510491290658
5, 45, 24, 0.5438144329896907, 0.0035851195529845396
6, 44, 62, 0.5452196382428941, 0.011053287919686185
7, 42, 47, 0.5424164524421594, 0.007944230259502116
8, 12, 22, 0.4688888888888889, 0.0006461799717978085
9, 32, 21, 0.5261845386533666, 0.0014280058101661622
10, 15, 18, 0.47954545454545455, 0.0006989417525722167
11, 15, 3, 0.4678492239467849, 0.0001582755537613982
12, 14, 16, 0.47954545454545455, 0.0009641937518880783
13, 42, 17, 0.5368956743002544, 0.0012632826657439941
14, 44, 16, 0.5452196382428941, 0.0021900891509718636
15, 14, 21, 0.4850574712643678, 0.0005451454370991979
16, 32, 53, 0.5209876543209877, 0.007349627622445254
17, 35, 16, 0.5171568627450981, 0.0015525776239974308
18, 38, 68, 0.5301507537688442, 0.009698765719074683
19, 24, 23, 0.4988179669030733, 0.0011877455301985427
20, 52, 55, 0.5567282321899736, 0.014128021459038166
21, 50, 31, 0.5567282321899736, 0.007110421396651276
22, 64, 28, 0.5749318801089919, 0.005867501762256344
23, 45, 8, 0.5523560209424084, 0.0016525363605586832
24, 19, 18, 0.49414519906323184, 0.0008164379707129789
25, 34, 14, 0.5275, 0.0011269544059566469
26, 62, 32, 0.568733153638814, 0.007378041679002866
27, 22, 3, 0.4964705882352941, 0.00021759300035822278
28, 35, 21, 0.5301507537688442, 0.0022974148204114296
29, 60, 97, 0.568733153638814, 0.02080304719945191
30, 9, 94, 0.4470338983050847, 0.0027557222285314337
31, 40, 22, 0.5396419437340153, 0.003351469313986764
32, 35, 47, 0.5314861460957179, 0.00851095767039007
33, 33, 26, 0.5261845386533666, 0.002624881140352715
34, 74, 8, 0.5977337110481586, 0.0017469818434909159
35, 40, 35, 0.5382653061224489, 0.0045487790819407955
36, 26, 3, 0.51338199513382, 0.00028154457442471797
37, 31, 33, 0.5248756218905473, 0.003571642443584724
38, 10, 49, 0.43775933609958506, 0.001103329530846206
39, 33, 10, 0.5197044334975369, 0.0006105040236027166
40, 50, 82, 0.5523560209424084, 0.01677732383268578
41, 6, 40, 0.4279918864097363, 0.000702771965383628
42, 33, 29, 0.5261845386533666, 0.004162174495564761
43, 10, 32, 0.46993318485523383, 0.0009160366144431146
44, 63, 31, 0.5796703296703297, 0.006551169565637188
45, 59, 74, 0.5672043010752689, 0.01899560601632558
46, 39, 23, 0.5355329949238579, 0.00336181808701557
47, 52, 21, 0.5611702127659575, 0.005204284488373321
48, 34, 27, 0.5248756218905473, 0.005004774912937065
49, 16, 3, 0.48729792147806006, 0.0001735785935580805
50, 6, 34, 0.42973523421588594, 0.0004346212895088709
51, 22, 38, 0.4988179669030733, 0.002480191237782757
52, 33, 26, 0.5248756218905473, 0.002441579303904616
53, 47, 24, 0.5552631578947368, 0.0030065535721292536
54, 26, 108, 0.5084337349397591, 0.010908629816761096
55, 42, 18, 0.5424164524421594, 0.0024575642991461148
56, 39, 72, 0.5368956743002544, 0.009497402165723753
57, 29, 18, 0.5171568627450981, 0.0013909122662540722
58, 13, 7, 0.46271929824561403, 0.00016670936272681196
59, 16, 16, 0.4806378132118451, 0.000536631834215021
60, 35, 41, 0.5275, 0.0046343591486916694
61, 49, 85, 0.5538057742782152, 0.0144136243873164
62, 27, 26, 0.5184275184275184, 0.002788761379297957
63, 25, 38, 0.5121359223300971, 0.004127893800508195
64, 12, 25, 0.46578366445916114, 0.0007654317886990879
65, 10, 54, 0.4451476793248945, 0.00326901408313932
66, 43, 12, 0.5424164524421594, 0.0014401895638366366
67, 36, 32, 0.5275, 0.004410473250519147
68, 15, 16, 0.4762979683972912, 0.0006625444539241399
69, 39, 19, 0.5355329949238579, 0.001816691629872206
70, 21, 54, 0.4988179669030733, 0.002810195778497901
71, 32, 50, 0.5197044334975369, 0.006362087365834891
72, 31, 25, 0.5261845386533666, 0.0021874946275297516
73, 95, 45, 0.6336336336336337, 0.016379242343276475
74, 47, 39, 0.548051948051948, 0.005858413086806458
75, 60, 45, 0.5702702702702702, 0.010699606614519528
76, 21, 30, 0.4929906542056075, 0.0028892372633473763
77, 21, 4, 0.4988179669030733, 0.00010221140577951307
78, 48, 13, 0.5494791666666666, 0.0018592028036831792
79, 12, 5, 0.4668141592920354, 8.939553000374988e-05
80, 32, 40, 0.5209876543209877, 0.0039022735104119414
81, 43, 21, 0.5452196382428941, 0.003341855513630885
82, 67, 21, 0.5877437325905293, 0.004977753960507924
83, 15, 5, 0.46993318485523383, 0.00014461977892883822
84, 27, 4, 0.5146341463414634, 0.00023590598111376162
85, 54, 27, 0.5626666666666666, 0.0065385841205959794
86, 14, 21, 0.4647577092511013, 0.0007424313276414729
87, 20, 67, 0.5035799522673031, 0.008149482820761793
88, 19, 8, 0.4906976744186046, 0.0003105367400243935
89, 24, 18, 0.5, 0.001015237970590613
90, 6, 49, 0.43149284253578735, 0.0008379117612889138
91, 21, 101, 0.48842592592592593, 0.00744733597352907
92, 20, 5, 0.49184149184149184, 0.00020709698218036515
93, 53, 49, 0.5596816976127321, 0.009279709863890217
94, 51, 64, 0.5582010582010583, 0.013856360514545528
95, 20, 17, 0.4964705882352941, 0.001187379893208486
96, 39, 12, 0.5288220551378446, 0.0020499637359979454
97, 20, 38, 0.5, 0.0022939833977820043
98, 83, 21, 0.6169590643274854, 0.005868589051115139
99, 35, 27, 0.5314861460957179, 0.002815895409342331
100, 22, 15, 0.5059952038369304, 0.0013469677880871803
101, 55, 74, 0.5611702127659575, 0.015078002798572398
102, 15, 45, 0.4895591647331787, 0.002226639597002017
103, 22, 41, 0.4953051643192488, 0.002893529575894677
104, 25, 31, 0.5072115384615384, 0.0033600730642894578
105, 5, 18, 0.4153543307086614, 0.0002306912558525658
106, 22, 53, 0.4964705882352941, 0.008069342401047345
107, 43, 32, 0.5438144329896907, 0.0051467088731595775
108, 27, 27, 0.5121359223300971, 0.0018077222056260226
109, 36, 57, 0.5328282828282829, 0.006983463320660518
110, 34, 30, 0.5275, 0.0034248488550915456
111, 38, 55, 0.5341772151898734, 0.00816679064587323
112, 43, 26, 0.5466321243523317, 0.003245411362001835
113, 22, 43, 0.5023809523809524, 0.007769628513365811
114, 22, 45, 0.4929906542056075, 0.0042409530295509715
115, 93, 28, 0.6355421686746988, 0.010520268839752241
116, 25, 7, 0.51338199513382, 0.0005347025772367382
117, 36, 12, 0.5146341463414634, 0.0014079231212937838
118, 53, 41, 0.5596816976127321, 0.007471822365838357
119, 50, 71, 0.5567282321899736, 0.010537584678672607
120, 53, 95, 0.5626666666666666, 0.01780900624443175
121, 53, 20, 0.5567282321899736, 0.0038586260893556787
122, 13, 6, 0.4606986899563319, 0.00021402285576091945
123, 43, 16, 0.541025641025641, 0.0021741980032519335
124, 17, 31, 0.49184149184149184, 0.0016419982290895156
125, 32, 49, 0.5275, 0.005020446958286873
126, 60, 43, 0.5702702702702702, 0.00947895940425285
127, 54, 34, 0.5582010582010583, 0.011041347507411833
128, 45, 41, 0.5438144329896907, 0.008128075411415154
129, 15, 16, 0.4817351598173516, 0.0007111603852899514
130, 50, 49, 0.5582010582010583, 0.01046333565474539
131, 24, 37, 0.5072115384615384, 0.0029275970135929463
132, 35, 53, 0.5275, 0.0065395058701357076
133, 18, 74, 0.4964705882352941, 0.0063069960172629815
134, 49, 72, 0.5538057742782152, 0.014534705280113438
135, 32, 8, 0.5197044334975369, 0.0006549843573722907
136, 16, 1, 0.46993318485523383, 2.8282203640553054e-05
137, 61, 24, 0.5749318801089919, 0.005234999942061844
138, 72, 7, 0.5943661971830986, 0.002449943418753113
139, 16, 23, 0.4817351598173516, 0.0012491048666798282
140, 19, 41, 0.48842592592592593, 0.005378351119362413
141, 23, 63, 0.5096618357487923, 0.004162305344986969
142, 42, 67, 0.5368956743002544, 0.008809728045272969
143, 28, 34, 0.5171568627450981, 0.0023481055263340754
144, 41, 31, 0.5301507537688442, 0.005231274294651924
145, 10, 10, 0.4442105263157895, 0.00018124948910810574
146, 9, 11, 0.4617067833698031, 0.000609793820696579
147, 8, 1, 0.44893617021276594, 3.83843980513423e-05
148, 37, 65, 0.5341772151898734, 0.008716088963727844
149, 56, 34, 0.5611702127659575, 0.008957222490123363
150, 32, 1, 0.5235732009925558, 0.00016563449535476028
151, 0, 64, 0.0, 0.0
152, 32, 49, 0.5248756218905473, 0.004402842459094351
153, 54, 60, 0.5596816976127321, 0.011126634073485157
154, 27, 35, 0.5197044334975369, 0.0027162863078581383
155, 37, 29, 0.5288220551378446, 0.002820520594547578
156, 39, 51, 0.5368956743002544, 0.008403951721909574
157, 77, 46, 0.6011396011396012, 0.015300795252045682
158, 24, 26, 0.5108958837772397, 0.0021246531751682495
159, 71, 28, 0.5861111111111111, 0.006648539216469904
160, 40, 18, 0.5396419437340153, 0.002422581833811035
161, 14, 1, 0.47098214285714285, 7.834396291233639e-05
162, 78, 18, 0.6045845272206304, 0.005351419656943964
163, 15, 2, 0.46993318485523383, 7.275785965123535e-05
164, 28, 29, 0.5184275184275184, 0.007928603177851698
165, 36, 33, 0.5235732009925558, 0.004905639249991058
166, 48, 24, 0.5494791666666666, 0.0037426518996198886
167, 16, 10, 0.4817351598173516, 0.00037819566256354906
168, 20, 24, 0.49764150943396224, 0.0013406697869354405
169, 25, 43, 0.501187648456057, 0.003365479370465438
170, 47, 62, 0.5494791666666666, 0.009961438190789767
171, 12, 25, 0.4730941704035874, 0.0009792552249895203
172, 13, 22, 0.46271929824561403, 0.0007202066168932323
173, 19, 28, 0.4929906542056075, 0.0026845603526121967
174, 19, 29, 0.4964705882352941, 0.0017565935836215813
175, 40, 46, 0.5396419437340153, 0.006156143766830647
176, 26, 46, 0.5108958837772397, 0.0028167008600740212
177, 22, 27, 0.4953051643192488, 0.0011090824581078392
178, 15, 28, 0.47415730337078654, 0.0013540046985726702
179, 34, 48, 0.5328282828282829, 0.006457083140851217
180, 25, 31, 0.5059952038369304, 0.0022681218794360822
181, 38, 34, 0.5396419437340153, 0.0039916612704707305
182, 27, 105, 0.5047846889952153, 0.012140703348805494
183, 29, 70, 0.51338199513382, 0.0058577618579847375
184, 41, 50, 0.5424164524421594, 0.006202668001612945
185, 27, 18, 0.51338199513382, 0.001993964416443889
186, 15, 16, 0.48394495412844035, 0.000676331209729815
187, 17, 37, 0.482837528604119, 0.0010972119441314048
188, 52, 50, 0.5567282321899736, 0.01207987314491743
189, 33, 39, 0.5222772277227723, 0.004097612086034965
190, 43, 31, 0.5424164524421594, 0.005136304164821413
191, 9, 39, 0.45085470085470086, 0.0008577359502740748
192, 44, 44, 0.5466321243523317, 0.006006155369821499
193, 45, 65, 0.5466321243523317, 0.011914910376489537
194, 19, 3, 0.49414519906323184, 0.00011595663648752421
195, 44, 24, 0.5438144329896907, 0.004654448210861577
196, 11, 10, 0.4518201284796574, 0.00018158016893120326
197, 19, 9, 0.49764150943396224, 0.00031878305906323244
198, 31, 9, 0.5235732009925558, 0.0006154772046985352
199, 31, 36, 0.51338199513382, 0.004746008221304343
200, 35, 60, 0.5288220551378446, 0.007405584494492831
201, 23, 53, 0.5047846889952153, 0.004284324307608044
202, 38, 38, 0.5261845386533666, 0.004252709783942661
203, 20, 16, 0.5035799522673031, 0.001085496036574778
204, 23, 18, 0.501187648456057, 0.0011657522520792292
205, 66, 74, 0.5844875346260388, 0.019079807010819412
206, 26, 7, 0.5121359223300971, 0.0007654416340981969
207, 39, 33, 0.5396419437340153, 0.0031050056269166623
208, 32, 20, 0.5184275184275184, 0.0025764041397000623
209, 22, 20, 0.5059952038369304, 0.0016087816131417378
210, 67, 26, 0.5877437325905293, 0.006930788390799205
211, 15, 15, 0.47737556561085975, 0.0003691593455368149
